Sales Person,Geography,Product,Date,Amount,Boxes
Gunar Cockshoot,India,Orange Choco,11/11/2021,175,10
Andria Kimpton,India,Drinking Coco,11/11/2021,4837,180
Madelene Upcott,Canada,Drinking Coco,11/11/2021,315,13
Rafaelita Blaksland,Australia,Peanut Butter Cubes,11/11/2021,1218,72
Dotty Strutley,India,70% Dark Bites,11/11/2021,28,4
Madelene Upcott,Canada,Baker's Choco Chips,11/11/2021,3353,153
Barr Faughny,India,70% Dark Bites,11/11/2021,3101,443
Gunar Cockshoot,Canada,Spicy Special Slims,11/11/2021,2639,294
Jehu Rudeforth,New Zealand,Choco Coated Almonds,11/11/2021,791,72
Husein Augar,Australia,Almond Choco,11/11/2021,4746,339
Dennison Crosswaite,USA,85% Dark Bars,11/11/2021,4389,231
Camilla Castle,Australia,Manuka Honey Choco,11/11/2021,2975,130
Van Tuxwell,India,85% Dark Bars,11/11/2021,7686,427
Oby Sorrel,New Zealand,Caramel Stuffed Bars,11/11/2021,10626,626
Roddy Speechley,USA,Caramel Stuffed Bars,11/11/2021,6419,378
Beverie Moffet,New Zealand,Mint Chip Choco,11/11/2021,8029,618
Curtice Advani,Canada,White Choc,11/11/2021,14357,1190
Husein Augar,Australia,Manuka Honey Choco,11/11/2021,6517,297
Roddy Speechley,UK,After Nines,11/11/2021,19453,1120
Van Tuxwell,Australia,99% Dark & Pure,11/11/2021,8652,377
Andria Kimpton,USA,Almond Choco,11/11/2021,2562,161
Roddy Speechley,UK,Choco Coated Almonds,11/11/2021,10353,840
Van Tuxwell,Canada,Orange Choco,11/11/2021,4480,249
Oby Sorrel,USA,White Choc,11/11/2021,959,74
Roddy Speechley,USA,85% Dark Bars,11/11/2021,4648,245
Marney O'Breen,UK,Organic Choco Syrup,11/11/2021,11788,492
Van Tuxwell,Australia,50% Dark Bites,11/11/2021,2142,80
Kaine Padly,Australia,Mint Chip Choco,11/11/2021,294,25
Camilla Castle,USA,Milk Bars,11/11/2021,1449,86
Gunar Cockshoot,UK,Organic Choco Syrup,11/11/2021,4039,176
Gigi Bohling,New Zealand,85% Dark Bars,11/11/2021,1918,101
Marney O'Breen,Australia,99% Dark & Pure,11/11/2021,280,12
Barr Faughny,Australia,Caramel Stuffed Bars,11/11/2021,1162,78
Camilla Castle,USA,After Nines,11/11/2021,266,16
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,11/11/2021,679,46
Dotty Strutley,India,Caramel Stuffed Bars,11/11/2021,9373,552
Husein Augar,New Zealand,Choco Coated Almonds,11/11/2021,5880,588
Van Tuxwell,UK,After Nines,11/11/2021,5173,324
Kelci Walkden,USA,After Nines,11/11/2021,973,58
Ches Bonnell,UK,Spicy Special Slims,11/11/2021,16303,1820
Jehu Rudeforth,India,After Nines,11/11/2021,12999,840
Roddy Speechley,UK,Baker's Choco Chips,11/12/2021,6293,274
Gigi Bohling,New Zealand,After Nines,11/12/2021,3479,194
Husein Augar,UK,Manuka Honey Choco,11/12/2021,2625,120
Rafaelita Blaksland,Australia,Mint Chip Choco,11/12/2021,4060,313
Barr Faughny,UK,Manuka Honey Choco,11/12/2021,5495,239
Jan Morforth,India,Choco Coated Almonds,11/12/2021,3605,301
Ches Bonnell,Canada,50% Dark Bites,11/12/2021,532,21
Roddy Speechley,New Zealand,85% Dark Bars,11/12/2021,10206,511
Dennison Crosswaite,India,Choco Coated Almonds,11/12/2021,7462,622
Kelci Walkden,USA,Almond Choco,11/12/2021,2247,150
Curtice Advani,UK,99% Dark & Pure,11/12/2021,7021,293
Andria Kimpton,Australia,85% Dark Bars,11/12/2021,11977,631
Kaine Padly,UK,99% Dark & Pure,11/12/2021,952,42
Camilla Castle,India,Eclairs,11/15/2021,9240,1540
Curtice Advani,USA,Peanut Butter Cubes,11/15/2021,6972,388
Madelene Upcott,Canada,85% Dark Bars,11/15/2021,4648,233
Gunar Cockshoot,USA,Raspberry Choco,11/15/2021,4704,224
Beverie Moffet,New Zealand,70% Dark Bites,11/15/2021,3563,396
Kelci Walkden,India,Baker's Choco Chips,11/15/2021,5516,240
Beverie Moffet,India,Caramel Stuffed Bars,11/15/2021,4599,307
Madelene Upcott,USA,Choco Coated Almonds,11/15/2021,3780,344
Roddy Speechley,USA,Baker's Choco Chips,11/15/2021,5880,256
Gigi Bohling,USA,99% Dark & Pure,11/15/2021,6692,291
Jan Morforth,India,Baker's Choco Chips,11/15/2021,5047,230
Marney O'Breen,USA,Baker's Choco Chips,11/15/2021,7441,339
Andria Kimpton,New Zealand,Organic Choco Syrup,11/15/2021,1428,60
Jehu Rudeforth,Canada,50% Dark Bites,11/15/2021,9765,376
Curtice Advani,UK,Spicy Special Slims,11/15/2021,4767,477
Jan Morforth,UK,After Nines,11/15/2021,1085,64
Husein Augar,USA,Choco Coated Almonds,11/15/2021,9688,910
Beverie Moffet,New Zealand,Milk Bars,11/15/2021,1211,72
Roddy Speechley,Australia,After Nines,11/15/2021,5208,290
Beverie Moffet,USA,Eclairs,11/15/2021,1715,245
Oby Sorrel,UK,After Nines,11/15/2021,8435,528
Marney O'Breen,Canada,85% Dark Bars,11/15/2021,3549,178
Marney O'Breen,India,85% Dark Bars,11/15/2021,7980,444
Rafaelita Blaksland,Canada,Manuka Honey Choco,11/15/2021,5278,230
Brien Boise,UK,70% Dark Bites,11/15/2021,12950,1610
Wilone O'Kielt,India,Orange Choco,11/15/2021,3612,201
Madelene Upcott,USA,Manuka Honey Choco,11/15/2021,7511,342
Kaine Padly,UK,Smooth Sliky Salty,11/15/2021,889,112
Jan Morforth,India,Almond Choco,11/15/2021,9366,586
Marney O'Breen,Canada,Manuka Honey Choco,11/15/2021,12159,579
Andria Kimpton,USA,Choco Coated Almonds,11/15/2021,1302,109
Kelci Walkden,New Zealand,Raspberry Choco,11/15/2021,2254,108
Oby Sorrel,New Zealand,Orange Choco,11/15/2021,1540,86
Ches Bonnell,UK,Raspberry Choco,11/15/2021,7868,375
Oby Sorrel,UK,White Choc,11/15/2021,3689,308
Madelene Upcott,India,99% Dark & Pure,11/15/2021,8540,372
Barr Faughny,New Zealand,Choco Coated Almonds,11/15/2021,1589,133
Kelci Walkden,Canada,Fruit & Nut Bars,11/15/2021,6468,432
Gunar Cockshoot,USA,Drinking Coco,11/15/2021,9562,383
Gigi Bohling,New Zealand,50% Dark Bites,11/15/2021,11704,434
Barr Faughny,India,Fruit & Nut Bars,11/15/2021,11347,840
Jan Morforth,India,85% Dark Bars,11/15/2021,9184,484
Curtice Advani,USA,50% Dark Bites,11/15/2021,8435,313
Kelci Walkden,UK,Fruit & Nut Bars,11/15/2021,6993,500
Madelene Upcott,UK,Fruit & Nut Bars,11/15/2021,952,64
Gigi Bohling,Australia,99% Dark & Pure,11/15/2021,7343,334
Van Tuxwell,USA,Mint Chip Choco,11/15/2021,13013,980
Jan Morforth,Australia,Raspberry Choco,11/15/2021,4340,207
Camilla Castle,USA,Caramel Stuffed Bars,11/15/2021,5565,371
Brien Boise,India,Mint Chip Choco,11/15/2021,882,74
Wilone O'Kielt,USA,70% Dark Bites,11/15/2021,700,78
Camilla Castle,USA,Choco Coated Almonds,11/15/2021,6433,644
Camilla Castle,UK,Caramel Stuffed Bars,11/15/2021,2856,191
Madelene Upcott,USA,Spicy Special Slims,11/15/2021,301,38
Jehu Rudeforth,India,Drinking Coco,11/15/2021,8372,335
Barr Faughny,USA,Fruit & Nut Bars,11/15/2021,5229,349
Marney O'Breen,Canada,Baker's Choco Chips,11/15/2021,12257,558
Rafaelita Blaksland,Australia,Eclairs,11/15/2021,1932,322
Kelci Walkden,Australia,99% Dark & Pure,11/15/2021,1561,68
Rafaelita Blaksland,Australia,Choco Coated Almonds,11/15/2021,2884,241
Gunar Cockshoot,India,Eclairs,11/15/2021,11494,1890
Oby Sorrel,New Zealand,Baker's Choco Chips,11/15/2021,8400,350
Wilone O'Kielt,India,White Choc,11/15/2021,9737,770
Van Tuxwell,UK,Caramel Stuffed Bars,11/15/2021,2184,146
Madelene Upcott,Canada,Raspberry Choco,11/15/2021,13195,600
Curtice Advani,Australia,Peanut Butter Cubes,11/15/2021,1778,99
Karlen McCaffrey,Canada,Choco Coated Almonds,11/15/2021,2044,205
Oby Sorrel,India,Fruit & Nut Bars,11/15/2021,2835,203
Kaine Padly,Canada,Manuka Honey Choco,11/15/2021,154,7
Dotty Strutley,Canada,Almond Choco,11/15/2021,3346,210
Madelene Upcott,Canada,50% Dark Bites,11/15/2021,6188,248
Dotty Strutley,New Zealand,85% Dark Bars,11/15/2021,6209,311
Rafaelita Blaksland,UK,White Choc,11/15/2021,17255,1470
Dennison Crosswaite,USA,Manuka Honey Choco,11/15/2021,4676,204
Gunar Cockshoot,USA,Smooth Sliky Salty,11/15/2021,1211,152
Rafaelita Blaksland,USA,50% Dark Bites,11/15/2021,7749,310
Gunar Cockshoot,UK,Caramel Stuffed Bars,11/15/2021,7168,448
Ches Bonnell,India,Orange Choco,11/15/2021,14700,770
Van Tuxwell,Canada,Manuka Honey Choco,11/16/2021,6951,331
Beverie Moffet,India,Drinking Coco,11/16/2021,4718,182
Mallorie Waber,India,After Nines,11/16/2021,203,13
Jehu Rudeforth,New Zealand,Manuka Honey Choco,11/16/2021,7798,355
Oby Sorrel,New Zealand,Milk Bars,11/16/2021,4263,267
Madelene Upcott,USA,Almond Choco,11/16/2021,4074,255
Gigi Bohling,India,Fruit & Nut Bars,11/16/2021,469,32
Gunar Cockshoot,India,70% Dark Bites,11/16/2021,2128,266
Dotty Strutley,Australia,Smooth Sliky Salty,11/16/2021,6636,1120
Van Tuxwell,India,Orange Choco,11/16/2021,126,7
Gunar Cockshoot,New Zealand,Organic Choco Syrup,11/16/2021,6643,289
Andria Kimpton,India,Peanut Butter Cubes,11/16/2021,4081,241
Rafaelita Blaksland,New Zealand,White Choc,11/16/2021,2744,229
Camilla Castle,New Zealand,Peanut Butter Cubes,11/16/2021,4788,252
Kelci Walkden,Canada,Milk Bars,11/16/2021,763,45
Gunar Cockshoot,India,Spicy Special Slims,11/16/2021,6531,700
Karlen McCaffrey,New Zealand,50% Dark Bites,11/16/2021,2891,116
Dotty Strutley,UK,85% Dark Bars,11/16/2021,1666,84
Mallorie Waber,USA,85% Dark Bars,11/16/2021,3395,170
Marney O'Breen,Canada,99% Dark & Pure,11/16/2021,12257,533
Beverie Moffet,Australia,Caramel Stuffed Bars,11/16/2021,5453,321
Andria Kimpton,New Zealand,Milk Bars,11/16/2021,4074,240
Karlen McCaffrey,USA,70% Dark Bites,11/16/2021,6895,980
Dotty Strutley,New Zealand,Milk Bars,11/16/2021,3605,213
Kaine Padly,UK,85% Dark Bars,11/16/2021,3213,170
Madelene Upcott,Canada,99% Dark & Pure,11/16/2021,350,15
Gunar Cockshoot,India,85% Dark Bars,11/16/2021,5796,306
Brien Boise,Australia,70% Dark Bites,11/16/2021,3773,539
Rafaelita Blaksland,USA,85% Dark Bars,11/16/2021,1771,94
Dotty Strutley,Canada,Spicy Special Slims,11/16/2021,3934,394
Marney O'Breen,India,Drinking Coco,11/16/2021,1512,59
Madelene Upcott,New Zealand,After Nines,11/16/2021,7392,435
Madelene Upcott,Australia,Milk Bars,11/16/2021,7070,442
Dotty Strutley,UK,Peanut Butter Cubes,11/16/2021,15414,840
Camilla Castle,UK,Eclairs,11/16/2021,10822,1820
Mallorie Waber,USA,Eclairs,11/16/2021,11879,1470
Jehu Rudeforth,New Zealand,99% Dark & Pure,11/16/2021,9282,387
Marney O'Breen,India,Smooth Sliky Salty,11/16/2021,10983,1540
Ches Bonnell,Australia,70% Dark Bites,11/16/2021,1554,222
Gigi Bohling,Australia,Almond Choco,11/16/2021,2443,175
Ches Bonnell,Canada,Choco Coated Almonds,11/16/2021,8736,770
Van Tuxwell,Australia,Choco Coated Almonds,11/16/2021,3542,322
Gigi Bohling,Australia,Drinking Coco,11/16/2021,6230,250
Dotty Strutley,Canada,Manuka Honey Choco,11/17/2021,5845,255
Karlen McCaffrey,Australia,White Choc,11/17/2021,1484,124
Roddy Speechley,Canada,Smooth Sliky Salty,11/17/2021,1288,184
Barr Faughny,UK,Milk Bars,11/17/2021,2513,168
Wilone O'Kielt,India,70% Dark Bites,11/17/2021,3682,461
Barr Faughny,Canada,50% Dark Bites,11/17/2021,3514,131
Jehu Rudeforth,UK,85% Dark Bars,11/17/2021,3626,182
Andria Kimpton,UK,Milk Bars,11/17/2021,5950,350
Van Tuxwell,Canada,Almond Choco,11/17/2021,18858,1330
Karlen McCaffrey,Canada,85% Dark Bars,11/17/2021,1911,96
Mallorie Waber,USA,Choco Coated Almonds,11/17/2021,8358,770
Beverie Moffet,New Zealand,After Nines,11/17/2021,3801,224
Kelci Walkden,Australia,White Choc,11/17/2021,11557,980
Kelci Walkden,UK,Smooth Sliky Salty,11/17/2021,742,124
Brien Boise,India,Milk Bars,11/17/2021,2170,145
Brien Boise,Canada,Milk Bars,11/17/2021,5817,343
Gunar Cockshoot,UK,Choco Coated Almonds,11/17/2021,3843,321
Jehu Rudeforth,Canada,Organic Choco Syrup,11/17/2021,8302,346
Gunar Cockshoot,UK,85% Dark Bars,11/17/2021,42,3
Kelci Walkden,New Zealand,Peanut Butter Cubes,11/17/2021,4088,216
Roddy Speechley,Canada,70% Dark Bites,11/17/2021,7126,770
Jehu Rudeforth,Australia,85% Dark Bars,11/17/2021,2296,128
Camilla Castle,India,After Nines,11/17/2021,14483,840
Kaine Padly,Canada,Spicy Special Slims,11/17/2021,6167,617
Kaine Padly,USA,Raspberry Choco,11/17/2021,7042,336
Beverie Moffet,UK,Peanut Butter Cubes,11/17/2021,4515,251
Andria Kimpton,India,Milk Bars,11/17/2021,9863,581
Kelci Walkden,India,Mint Chip Choco,11/17/2021,12663,1050
Madelene Upcott,India,Drinking Coco,11/17/2021,6580,254
Andria Kimpton,India,Raspberry Choco,11/17/2021,9737,443
Van Tuxwell,Canada,Peanut Butter Cubes,11/17/2021,10192,600
Marney O'Breen,USA,Spicy Special Slims,11/17/2021,10283,1120
Beverie Moffet,India,Peanut Butter Cubes,11/17/2021,8918,525
Wilone O'Kielt,UK,Baker's Choco Chips,11/17/2021,16086,671
Gigi Bohling,Australia,Eclairs,11/17/2021,5957,770
Gunar Cockshoot,Canada,85% Dark Bars,11/17/2021,1904,101
Wilone O'Kielt,New Zealand,Drinking Coco,11/17/2021,735,28
Gigi Bohling,UK,Smooth Sliky Salty,11/17/2021,3955,660
Madelene Upcott,Canada,Choco Coated Almonds,11/17/2021,15127,1260
Dennison Crosswaite,New Zealand,Milk Bars,11/17/2021,2261,151
Barr Faughny,New Zealand,99% Dark & Pure,11/17/2021,9079,379
Karlen McCaffrey,Australia,85% Dark Bars,11/17/2021,7315,385
Wilone O'Kielt,USA,Spicy Special Slims,11/17/2021,5992,770
Roddy Speechley,New Zealand,Mint Chip Choco,11/17/2021,476,37
Wilone O'Kielt,Australia,After Nines,11/17/2021,5572,310
Roddy Speechley,Canada,Eclairs,11/17/2021,2548,425
Barr Faughny,USA,Manuka Honey Choco,11/17/2021,7483,326
Marney O'Breen,Canada,Eclairs,11/17/2021,9513,1610
Jehu Rudeforth,Australia,Raspberry Choco,11/17/2021,8176,390
Brien Boise,UK,99% Dark & Pure,11/17/2021,3220,135
Dennison Crosswaite,India,Caramel Stuffed Bars,11/17/2021,6216,415
Gigi Bohling,UK,Baker's Choco Chips,11/17/2021,1848,84
Wilone O'Kielt,New Zealand,Mint Chip Choco,11/17/2021,651,47
Kaine Padly,Australia,After Nines,11/17/2021,483,31
Andria Kimpton,UK,Baker's Choco Chips,11/17/2021,5418,226
Oby Sorrel,UK,Spicy Special Slims,11/17/2021,798,100
Jan Morforth,USA,85% Dark Bars,11/17/2021,7588,380
Camilla Castle,Canada,Fruit & Nut Bars,11/17/2021,5586,350
Van Tuxwell,New Zealand,Almond Choco,11/17/2021,9576,639
Barr Faughny,New Zealand,50% Dark Bites,11/17/2021,819,32
Jehu Rudeforth,New Zealand,After Nines,11/17/2021,8799,489
Barr Faughny,USA,50% Dark Bites,11/17/2021,5285,204
Kelci Walkden,USA,Milk Bars,11/17/2021,224,15
Dotty Strutley,New Zealand,Choco Coated Almonds,11/17/2021,5740,574
Oby Sorrel,Canada,After Nines,11/17/2021,1645,92
Oby Sorrel,UK,Organic Choco Syrup,11/17/2021,2870,131
Mallorie Waber,UK,Choco Coated Almonds,11/17/2021,476,40
Jehu Rudeforth,Australia,50% Dark Bites,11/17/2021,2702,109
Brien Boise,India,Spicy Special Slims,11/17/2021,4214,469
Dotty Strutley,UK,Milk Bars,11/17/2021,3969,234
Curtice Advani,India,Manuka Honey Choco,11/17/2021,2247,103
Kelci Walkden,India,Organic Choco Syrup,11/18/2021,364,16
Camilla Castle,Canada,Organic Choco Syrup,11/18/2021,427,20
Brien Boise,USA,After Nines,11/18/2021,3458,193
Marney O'Breen,Australia,50% Dark Bites,11/18/2021,588,22
Kelci Walkden,India,Milk Bars,11/18/2021,13531,840
Curtice Advani,India,Drinking Coco,11/18/2021,1876,73
Gigi Bohling,New Zealand,Spicy Special Slims,11/18/2021,756,76
Jan Morforth,UK,Manuka Honey Choco,11/18/2021,1890,86
Curtice Advani,New Zealand,Eclairs,11/18/2021,350,50
Dennison Crosswaite,Australia,Raspberry Choco,11/18/2021,7728,352
Jehu Rudeforth,Australia,Caramel Stuffed Bars,11/18/2021,3073,205
Jan Morforth,Canada,Drinking Coco,11/18/2021,9534,367
Wilone O'Kielt,Canada,Peanut Butter Cubes,11/18/2021,10255,604
Kaine Padly,USA,99% Dark & Pure,11/18/2021,1869,82
Brien Boise,India,After Nines,11/18/2021,3374,188
Karlen McCaffrey,India,Mint Chip Choco,11/18/2021,10206,700
Gigi Bohling,Canada,Raspberry Choco,11/19/2021,9142,416
Karlen McCaffrey,Canada,Smooth Sliky Salty,11/19/2021,5908,840
Kelci Walkden,USA,Peanut Butter Cubes,11/19/2021,6006,354
Karlen McCaffrey,Australia,Fruit & Nut Bars,11/19/2021,3717,266
Oby Sorrel,Canada,Milk Bars,11/19/2021,4522,302
Dennison Crosswaite,Canada,Spicy Special Slims,11/19/2021,16114,1820
Dotty Strutley,Canada,Organic Choco Syrup,11/19/2021,5495,250
Kaine Padly,India,Smooth Sliky Salty,11/19/2021,8820,1470
Dotty Strutley,UK,50% Dark Bites,11/19/2021,12215,489
Jan Morforth,New Zealand,Almond Choco,11/19/2021,6832,456
Barr Faughny,Australia,Raspberry Choco,11/19/2021,1974,99
Dotty Strutley,New Zealand,Drinking Coco,11/19/2021,6986,280
Andria Kimpton,USA,Manuka Honey Choco,11/19/2021,11354,541
Oby Sorrel,New Zealand,Drinking Coco,11/19/2021,7343,272
Madelene Upcott,USA,Smooth Sliky Salty,11/19/2021,11326,1890
Dennison Crosswaite,India,Baker's Choco Chips,11/19/2021,1582,69
Roddy Speechley,UK,Fruit & Nut Bars,11/19/2021,6713,480
Kaine Padly,USA,After Nines,11/19/2021,11473,638
Andria Kimpton,India,After Nines,11/19/2021,6153,385
Dennison Crosswaite,UK,Drinking Coco,11/19/2021,539,21
Dennison Crosswaite,USA,Milk Bars,11/19/2021,12607,840
Beverie Moffet,Australia,After Nines,11/19/2021,1617,90
Barr Faughny,New Zealand,Drinking Coco,11/19/2021,1428,55
Barr Faughny,USA,Mint Chip Choco,11/19/2021,4333,334
Oby Sorrel,USA,Milk Bars,11/19/2021,5537,370
Van Tuxwell,USA,After Nines,11/19/2021,4858,270
Ches Bonnell,UK,Almond Choco,11/19/2021,5467,391
Gigi Bohling,India,Spicy Special Slims,11/19/2021,7476,910
Roddy Speechley,India,White Choc,11/19/2021,2380,217
Kaine Padly,Canada,Caramel Stuffed Bars,11/19/2021,2681,168
Mallorie Waber,New Zealand,Manuka Honey Choco,11/19/2021,3276,143
Husein Augar,USA,50% Dark Bites,11/19/2021,6174,229
Camilla Castle,Australia,Fruit & Nut Bars,11/19/2021,2387,160
Gigi Bohling,Canada,Drinking Coco,11/19/2021,2716,109
Dotty Strutley,USA,White Choc,11/19/2021,10654,910
Gigi Bohling,USA,Organic Choco Syrup,11/19/2021,4508,205
Kelci Walkden,India,70% Dark Bites,11/19/2021,5383,673
Gigi Bohling,USA,Fruit & Nut Bars,11/19/2021,5775,385
Curtice Advani,India,Eclairs,11/19/2021,12313,1750
Karlen McCaffrey,New Zealand,Spicy Special Slims,11/19/2021,3829,426
Andria Kimpton,India,Manuka Honey Choco,11/19/2021,2975,142
Oby Sorrel,USA,Almond Choco,11/19/2021,2009,134
Gigi Bohling,UK,Mint Chip Choco,11/19/2021,812,58
Ches Bonnell,India,Fruit & Nut Bars,11/19/2021,1106,70
Marney O'Breen,New Zealand,70% Dark Bites,11/19/2021,5495,687
Kaine Padly,UK,Choco Coated Almonds,11/19/2021,2016,168
Kelci Walkden,Australia,Smooth Sliky Salty,11/19/2021,4459,770
Brien Boise,USA,Mint Chip Choco,11/19/2021,98,9
Camilla Castle,USA,Spicy Special Slims,11/19/2021,448,56
Marney O'Breen,Canada,After Nines,11/19/2021,4270,238
Karlen McCaffrey,UK,White Choc,11/19/2021,322,27
Ches Bonnell,UK,Baker's Choco Chips,11/19/2021,7378,308
Kaine Padly,Australia,Drinking Coco,11/19/2021,259,10
Ches Bonnell,Canada,85% Dark Bars,11/19/2021,6405,321
Kelci Walkden,Canada,Spicy Special Slims,11/19/2021,945,95
Madelene Upcott,Canada,Mint Chip Choco,11/19/2021,1519,127
Camilla Castle,UK,Smooth Sliky Salty,11/19/2021,3143,449
Husein Augar,Canada,Eclairs,11/19/2021,13461,2240
Camilla Castle,USA,50% Dark Bites,11/19/2021,10227,410
Jehu Rudeforth,UK,Manuka Honey Choco,11/22/2021,10094,481
Ches Bonnell,USA,Smooth Sliky Salty,11/22/2021,7,2
Gunar Cockshoot,USA,Eclairs,11/22/2021,2352,294
Andria Kimpton,UK,After Nines,11/22/2021,2282,135
Mallorie Waber,Australia,Smooth Sliky Salty,11/22/2021,11585,1470
Gigi Bohling,UK,Caramel Stuffed Bars,11/22/2021,8799,518
Dennison Crosswaite,India,Fruit & Nut Bars,11/22/2021,2646,177
Kelci Walkden,Australia,Baker's Choco Chips,11/22/2021,2919,127
Andria Kimpton,Australia,Mint Chip Choco,11/22/2021,3507,270
Curtice Advani,New Zealand,Manuka Honey Choco,11/22/2021,9044,431
Andria Kimpton,New Zealand,Fruit & Nut Bars,11/22/2021,9016,564
Jehu Rudeforth,Canada,Smooth Sliky Salty,11/22/2021,7924,1330
Rafaelita Blaksland,USA,After Nines,11/22/2021,294,17
Mallorie Waber,USA,White Choc,11/22/2021,1463,133
Dennison Crosswaite,UK,85% Dark Bars,11/22/2021,17423,910
Gunar Cockshoot,New Zealand,Peanut Butter Cubes,11/22/2021,10129,563
Beverie Moffet,Canada,Caramel Stuffed Bars,11/22/2021,11977,770
Jehu Rudeforth,UK,Fruit & Nut Bars,11/22/2021,2576,161
Brien Boise,Australia,Orange Choco,11/22/2021,1414,71
Wilone O'Kielt,New Zealand,Baker's Choco Chips,11/22/2021,10661,485
Gunar Cockshoot,USA,White Choc,11/22/2021,2821,236
Rafaelita Blaksland,UK,Fruit & Nut Bars,11/22/2021,350,24
Kaine Padly,India,50% Dark Bites,11/22/2021,6944,278
Brien Boise,USA,Choco Coated Almonds,11/22/2021,8057,700
Rafaelita Blaksland,Australia,85% Dark Bars,11/22/2021,13440,700
Ches Bonnell,Canada,White Choc,11/22/2021,4480,374
Kaine Padly,Canada,Almond Choco,11/22/2021,1218,77
Dennison Crosswaite,Canada,Drinking Coco,11/22/2021,2261,87
Rafaelita Blaksland,India,Choco Coated Almonds,11/22/2021,8904,910
Oby Sorrel,New Zealand,99% Dark & Pure,11/22/2021,6804,296
Dotty Strutley,New Zealand,Organic Choco Syrup,11/22/2021,11753,490
Gunar Cockshoot,USA,Fruit & Nut Bars,11/22/2021,5103,365
Dotty Strutley,UK,Orange Choco,11/22/2021,5922,329
Dennison Crosswaite,Canada,70% Dark Bites,11/22/2021,10297,1470
Barr Faughny,Canada,Manuka Honey Choco,11/22/2021,2219,106
Mallorie Waber,UK,Raspberry Choco,11/22/2021,623,32
Madelene Upcott,USA,Baker's Choco Chips,11/22/2021,518,22
Husein Augar,Australia,Mint Chip Choco,11/22/2021,15197,1260
Brien Boise,Canada,Smooth Sliky Salty,11/22/2021,3885,555
Roddy Speechley,India,Choco Coated Almonds,11/22/2021,77,8
Madelene Upcott,New Zealand,Smooth Sliky Salty,11/22/2021,1449,182
Husein Augar,Canada,Spicy Special Slims,11/22/2021,3381,339
Mallorie Waber,Australia,Baker's Choco Chips,11/22/2021,5467,228
Roddy Speechley,Australia,Baker's Choco Chips,11/22/2021,3626,165
Ches Bonnell,New Zealand,Manuka Honey Choco,11/22/2021,4459,194
Gigi Bohling,Australia,50% Dark Bites,11/22/2021,2541,102
Jehu Rudeforth,USA,Choco Coated Almonds,11/22/2021,12208,1050
Curtice Advani,USA,Manuka Honey Choco,11/22/2021,6370,290
Husein Augar,Australia,White Choc,11/22/2021,2198,170
Oby Sorrel,Australia,Orange Choco,11/22/2021,4424,246
Marney O'Breen,India,After Nines,11/22/2021,4921,274
Madelene Upcott,Australia,Choco Coated Almonds,11/22/2021,6300,630
Madelene Upcott,India,70% Dark Bites,11/22/2021,18011,2030
Madelene Upcott,New Zealand,99% Dark & Pure,11/22/2021,6832,285
Brien Boise,Australia,Fruit & Nut Bars,11/23/2021,1708,114
Madelene Upcott,Canada,Smooth Sliky Salty,11/23/2021,1736,290
Madelene Upcott,UK,Eclairs,11/23/2021,3934,656
Jan Morforth,UK,Spicy Special Slims,11/23/2021,1365,152
Rafaelita Blaksland,UK,Peanut Butter Cubes,11/23/2021,10437,550
